plateifu,mangaid,objra,objdec,VI_morph,DR
12652-12703,1-270440,250.952374177,24.2423437173,Spiral,17
12652-1902,1-634271,253.530590802,23.4124038283,Spiral,17
12667-12701,1-211525,249.226378761,36.4234886623,Spiral,17
12673-12704,1-135535,247.362254282,40.7224108673,S0,17
12673-6102,1-210385,245.338708143,40.3099825822,S0,17
12673-9102,1-135104,247.381411391,40.4128198507,Spiral,17
12674-12704,1-210403,245.22421217,40.1041474857,Spiral,17
12674-6101,1-210759,246.39285,38.9333,S0,17
12682-12704,1-596366,325.533512231,-6.77480338445,Spiral,17
12683-3704,1-639681,326.694146258,-7.89364449748,Spiral,17
12696-12704,1-32796,14.3742746241,0.102948089501,Spiral,17
12769-3701,1-31020,5.407878,-1.010618,S0,17
12772-12705,1-33337,17.8158818881,-0.455980662535,Spiral,17
12772-3704,1-33039,15.8313257091,-0.589654999363,S0,17
12772-6104,1-108143,17.5588928233,0.365933355647,Spiral,17
7959-12703,1-177478,256.765166396,31.4236932668,Spiral,17
7959-12705,1-178084,258.056865304,30.1678476186,Spiral,17
7959-6102,1-177358,256.727975449,30.2697609595,Spiral,17
7959-6103,1-561117,256.283191079,30.4032159802,Spiral,17
7961-12702,1-177959,258.935074017,29.4043335998,Spiral,17
7963-9101,1-178927,313.670602109,-0.766883957976,Spiral,17
7965-1901,1-179705,318.176375666,0.769497555133,S0,17
7965-9102,1-179636,318.717732952,-0.896295952137,Spiral,17
7979-12702,1-115158,333.339612109,13.4364824869,S0,17
7979-6104,1-115394,333.866419449,13.8539769059,Spiral,17
7979-9102,1-115275,333.863494923,12.9175093175,S0,17
7980-12701,1-115360,333.603384227,13.7759632727,S0,17
7980-3701,1-596699,333.607767431,13.311989491,S0,17
7980-3702,1-596696,333.558433965,13.8756928801,S0,17
7993-12704,1-42230,33.4062555764,13.7281228725,Spiral,17
8075-12705,1-599562,0.391483566351,15.0815793067,Spiral,17
8079-12704,1-37069,41.9370732132,0.414182221714,Spiral,17
8079-3701,1-36975,41.5210512647,-0.650956442347,S0,17
8079-6102,1-37208,42.9775629197,-0.980116719149,S0,17
8079-9101,1-603795,42.8963395389,-0.733774161819,Spiral,17
8088-1901,1-577296,3.43656623429,14.6069264977,Spiral,17
8088-3704,1-120829,4.98978146939,15.0922151083,Spiral,17
8091-12701,1-39376,11.9991011508,13.7426779765,Spiral,17
8092-3701,1-40870,18.7573245828,15.4135190327,S0,17
8093-9102,1-41158,20.8483535937,15.2146883695,Spiral,17
8148-12703,1-145978,119.355630313,27.8105794913,Spiral,17
8152-9102,1-301193,144.156457423,34.4773530878,Spiral,17
8157-12703,1-41919,30.852825397,14.6975872712,Spiral,17
8157-12705,1-42131,31.6466327252,12.5203065089,Spiral,17
8157-3701,1-41762,31.4201960493,13.1755472114,Spiral,17
8240-1902,1-72852,125.51042577,44.4569807426,S0,17
8240-6103,1-72797,125.010600636,44.2640413067,Spiral,17
8245-12702,1-567244,136.196794615,22.0284799156,Spiral,17
8245-9101,1-464264,136.64269,20.40397,Spiral,17
8248-12703,1-481860,136.743567831,17.9637780918,Spiral,17
8248-1901,1-482004,138.49517417,17.9448042013,S0,17
8248-3703,1-605726,138.812941522,17.7689647201,Spiral,17
8260-12702,1-281907,181.765754991,42.9847151195,Spiral,17
8260-3704,1-281927,183.05821257,43.3562897069,S0,17
8310-3701,1-495383,179.294527035,22.2961693069,S0,17
8314-12703,1-248638,243.212322011,40.3188385164,Spiral,17
8321-12701,1-403623,197.467258338,28.3825099289,Spiral,17
8321-3701,1-457252,197.003247752,28.0812453664,S0,17
8327-12702,1-250894,204.807938343,44.251001563,Spiral,17
8327-12703,1-285989,205.974001327,45.3306436538,Spiral,17
8327-6104,1-286139,205.837588641,45.7957818182,S0,17
8328-12702,1-286309,208.667233467,44.8315186342,Spiral,17
8328-12704,1-286265,209.396814741,45.0839740105,Spiral,17
8328-9101,1-286277,208.549755273,44.2080286337,Spiral,17
8336-6102,1-313033,210.217782954,38.4180312572,Spiral,17
8337-12702,1-629221,212.74809,38.76536,Spiral,17
8337-1901,1-261280,214.096446764,38.190986148,Spiral,17
8337-1902,1-261274,214.904021684,38.2342438662,Spiral,17
8337-6102,1-313385,214.642100658,37.024420277,Spiral,17
8438-3703,1-474807,149.760715864,18.1928788404,S0,17
8438-3704,1-504663,149.045387801,16.7931915464,Spiral,17
8441-12705,1-252619,225.41243667,38.055820306,Spiral,17
8441-1901,1-252463,222.863558985,37.5032429572,S0,17
8488-12702,1-247614,234.374675454,46.864082874,Spiral,17
8546-6104,1-91135,239.069386036,52.5677012843,Spiral,17
8561-3704,1-576315,241.325410354,52.120150906,Spiral,17
8562-12704,1-92863,244.97294948,51.5465148353,Spiral,17
8562-6103,1-633846,244.1876,52.016733,Spiral,17
8563-12705,1-92763,242.755084484,49.795406083,Spiral,17
8564-12704,1-134195,240.429062144,48.8279268869,Spiral,17
8569-12701,1-39197,9.43942294103,14.7116236458,Spiral,17
8569-12702,1-39500,9.85282599522,14.4562243055,Spiral,17
8589-12705,1-631857,226.727758045,56.5090036372,Spiral,17
8589-3702,1-576738,226.69712324,56.2910285792,S0,17
8593-6104,1-208709,227.235586205,52.4460500742,Spiral,17
8596-12704,1-208985,231.662808527,50.3190703516,Spiral,17
8596-12705,1-247324,231.325814447,48.4121036276,Spiral,17
8598-12701,1-246851,228.459158597,47.527251939,Spiral,17
8609-12701,1-594432,245.741625745,14.6027925265,Spiral,17
8609-6103,1-446650,246.670557578,14.3787854135,Spiral,17
8610-6104,1-22810,257.712081147,61.3249310753,Spiral,17
8619-12701,1-114230,322.242776107,11.3665010958,Spiral,17
8619-12703,1-114059,322.828842369,11.5653492247,Spiral,17
8619-3703,1-114292,323.33666397,11.5934174348,S0,17
8620-1902,1-114818,330.337232216,12.196692699,Spiral,17
8622-12701,1-118456,351.20103164,15.0000644401,S0,17
8622-12704,1-118204,351.335825376,15.2129932208,Spiral,17
8652-12703,1-26406,330.816663792,0.571128772422,Spiral,17
8654-12702,1-29571,355.136248744,-0.551087725588,Spiral,17
8656-12702,1-287810,7.0855527162,-0.217869311786,Spiral,17
8656-12705,1-287790,7.38700089483,-1.09569961487,Spiral,17
8656-6102,1-31271,7.55605935585,-0.707838371408,Spiral,17
8657-12704,1-32058,10.4083294322,0.257635351637,Spiral,17
8657-1902,1-31580,9.56485395306,-0.967405560911,Spiral,17
8657-6101,1-31788,9.39920356323,0.280661865228,Spiral,17
8657-6104,1-32056,10.4174680608,0.208785194852,Spiral,17
8710-12704,1-378723,118.037543744,50.3736205298,Spiral,17
8722-12702,1-45470,124.556748682,49.2508538132,Spiral,17
8723-12705,1-46819,129.804014054,53.6235334259,Spiral,17
8723-1901,1-47408,130.466455938,54.9777089916,Spiral,17
8723-3703,1-47389,128.885441625,54.512370758,S0,17
8723-6101,1-352796,128.09414579,55.8608823491,Spiral,17
8951-6101,1-456510,194.041257314,27.8442640135,S0,17
8951-6102,1-456804,193.475871695,26.9663823607,S0,17
8981-6101,1-401864,185.944063745,36.152814775,Spiral,17
8986-6104,1-146352,119.903377344,28.8637979523,Spiral,17
8988-12704,1-397224,186.759919597,40.1128369119,Spiral,17
8988-12705,1-397639,185.791254618,39.8890963316,Spiral,17
8988-6104,1-590142,186.908557551,40.1604893506,Spiral,17
8988-9101,1-282472,185.66066758,41.2844318126,Spiral,17
8994-3702,1-148554,159.604369454,50.0202082193,S0,17
8994-9102,1-148685,162.218726287,50.0366593211,Spiral,17
8998-12705,1-173641,163.663838261,47.8622818036,Spiral,17
8998-6101,1-173583,162.385986023,47.9332396921,S0,17
9001-6101,1-149066,165.824332177,50.7832536266,Spiral,17
9001-6104,1-149323,167.944631582,52.1174330619,Spiral,17
9032-12701,1-268479,240.475077822,31.8920616895,Spiral,17
9032-12702,1-268786,241.452769626,30.7170587416,Spiral,17
9046-12702,1-296414,243.854957874,26.1103129227,Spiral,17
9046-12705,1-296298,245.1435,25.46231,Spiral,17
9086-6104,1-318370,242.898693893,24.0765990353,S0,17
9087-12701,1-376312,241.403363039,22.18640036,Spiral,17
9087-12704,1-633593,241.260399434,23.6690391515,Spiral,17
9090-6103,1-269055,243.28965469,28.8611046602,S0,17
9090-6104,1-269084,243.075654643,29.0793309754,S0,17
9091-12701,1-633458,239.735837344,27.5108845096,S0,17
9091-6104,1-265783,242.395748923,26.9127600221,Spiral,17
9092-12705,1-633549,240.976894471,25.0101167287,Spiral,17
9186-3704,1-178027,258.742684373,29.1384913753,Spiral,17
9187-12704,1-595895,311.421394814,-4.9500657791,Spiral,17
9187-3701,1-96537,310.69630042,-6.11228109136,Spiral,17
9187-3703,1-96585,311.512655093,-5.74098071135,S0,17
9189-3701,1-583421,50.5102834779,-7.47418414445,S0,17
9191-12701,1-179062,313.293270721,0.23243908467,Spiral,17
9191-6102,1-178735,312.182879304,-0.936510369343,Spiral,17
9191-9101,1-179060,313.323377266,0.120354740467,Spiral,17
9192-12701,1-289694,46.2926761258,-0.314889879806,Spiral,17
9484-12703,1-153300,120.674558679,34.9446437099,Spiral,17
9484-3701,1-153260,118.917362877,33.706038417,Spiral,17
9484-3702,1-121576,118.855331262,35.1102360794,Spiral,17
9484-9102,1-121622,120.195154664,35.5294127325,Spiral,17
9489-3703,1-605216,126.121090369,21.0445219725,Spiral,17
9489-9102,1-384185,125.279240729,21.171313725,S0,17
9495-3703,1-383698,123.761600306,21.2715995166,S0,17
9496-12704,1-298273,120.118848818,21.1362509124,Spiral,17
9496-9102,1-298298,120.538363242,21.2527634106,Spiral,17
9498-6101,1-217662,117.022219307,22.90078688,S0,17
9499-3702,1-217876,119.405856038,25.2211325436,S0,17
9503-1901,1-217931,119.954022286,24.303017087,S0,17
9504-3704,1-164244,123.371657868,29.0371979669,S0,17
9504-9101,1-146266,121.29142057,29.4553831444,Spiral,17
9511-12702,1-213815,130.042707586,4.28198408624,Spiral,17
9511-12703,1-213614,129.109595305,4.65403617846,Spiral,17
9511-3701,1-213435,129.128546526,4.03766396821,Spiral,17
9511-6101,1-76518,130.148663347,2.4770384895,Spiral,17
9513-3703,1-41982,31.3456927493,14.156854678,Spiral,17
9513-6101,1-581166,28.74757,13.46772,Spiral,17
9862-12701,1-455941,193.192823497,27.9068047588,S0,17
9862-6103,1-456617,194.986060137,27.9300479255,Spiral,17
9862-6104,1-623684,195.118300626,27.9723971584,S0,17
9867-12702,1-197552,221.600347494,48.1784242374,Spiral,17
9867-12704,1-197842,222.269418815,49.94700962,Spiral,17
9873-3701,1-456568,194.528468033,27.5768749367,Spiral,17
9874-3702,1-404306,193.795269511,29.5782512716,S0,17
9874-6101,1-456952,195.078300108,27.9371008252,S0,17
9875-12704,1-404293,193.895376923,29.0008681225,Spiral,17
9875-1901,1-456832,193.999798149,28.186963382,S0,17
9877-12701,1-623330,194.146628736,28.2754542627,S0,17
9878-12702,1-457614,200.52037569,25.751679868,Spiral,17
9879-1902,1-403617,197.347602609,28.2814499456,S0,17
9879-6102,1-457054,197.006915793,26.7653864079,Spiral,17
9880-3703,1-457149,195.839822404,28.3090530869,S0,17
9882-6102,1-523039,206.658532827,23.1961145891,Spiral,17
9884-12702,1-319977,205.326013744,52.1026930127,Spiral,17
9884-3701,1-196372,204.120951603,52.420280389,S0,17
9884-6103,1-196720,206.829269035,53.3047699925,Spiral,17
9884-6104,1-196714,206.805780181,53.6292914986,S0,17
9885-3701,1-442359,239.528675585,22.6648076234,S0,17
9886-12701,1-441573,236.346987255,24.5067661579,Spiral,17
9886-12705,1-633344,238.086386631,24.6266013478,Spiral,17
9887-9101,1-264890,238.35068271,27.6760599256,Spiral,17
9889-1901,1-375609,234.845689088,26.4143567961,S0,17
9889-1902,1-440292,234.858600293,24.9435693831,Spiral,17
9890-12702,1-316437,232.185175124,29.1013361062,Spiral,17
9890-12705,1-316607,233.520461477,29.9068817249,Spiral,17
9890-6104,1-633021,233.333165244,31.2120317586,S0,17
9892-12705,1-295062,247.91808611,24.3154058163,Spiral,17
9893-6104,1-326102,256.365815189,25.2044438818,Spiral,17
9894-12701,1-294489,250.312960997,20.752210151,Spiral,17
